Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
21 Aug 2024,TO TRANSFER-UPI/DR/469882072331/SAMEER S/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,1042.02,,71494.46
31 Jul 2024,BY TRANSFER-UPI/CR/431284145594/ANITA P/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,1872.11,73366.57
6 Aug 2024,BY TRANSFER-UPI/CR/453095670236/ROHIT T/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2848.3,76214.87
28 Sep 2024,BY TRANSFER-UPI/CR/424484520955/SAGAR MO/SBIN/write2same/Dr Re--,TRANSFER FROM 8974521398,,3092.83,79307.7
22 Aug 2024,TO TRANSFER-UPI/DR/498899268525/MS SANJE/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,3633.18,,75674.52
19 Aug 2024,TO TRANSFER-UPI/DR/430292392433/RAHUL D/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,4999.83,,70674.69
12 Sep 2024,TO TRANSFER-UPI/DR/472075221318/SAMEER S/IDIB/spawar3290/UPI--,TRANSFER TO 4897690162095,3715.5,,66959.19
2 Aug 2024,BY TRANSFER-UPI/CR/479292123493/ANITA P/ICIC/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,1464.66,68423.85
21 Aug 2024,TO TRANSFER-UPI/DR/434739091163/SAGAR MO/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2633.32,,65790.53
1 Jul 2024,BY TRANSFER-UPI/CR/469717806315/SAMEER S/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,3591.1,69381.63
14 Aug 2024,BY TRANSFER-UPI/CR/491786556932/ROHIT T/KKBK/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,458.19,69839.82
13 Sep 2024,BY TRANSFER-UPI/CR/481187536606/PRIYA K/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,1746.25,71586.07
14 Jul 2024,BY TRANSFER-UPI/CR/442523971097/RAHUL D/IDIB/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,2514.9,74100.97
18 Jul 2024,TO TRANSFER-UPI/DR/468304535334/ANITA P/SBIN/write2same/UPI--,TRANSFER TO 7382910045,1762.83,,72338.14
30 Jul 2024,TO TRANSFER-UPI/DR/438748735266/SAMEER S/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2231.46,,70106.68
26 Jul 2024,BY TRANSFER-UPI/CR/423619618553/ANITA P/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,4878.74,74985.42
23 Sep 2024,TO TRANSFER-UPI/DR/443352440452/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,3100.93,,71884.49
21 Aug 2024,BY TRANSFER-UPI/CR/466083828172/ANITA P/HDFC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,2500.25,74384.74
29 Sep 2024,BY TRANSFER-UPI/CR/401499725638/ANITA P/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,4814.86,79199.6
1 Jul 2024,BY TRANSFER-UPI/CR/486529085147/SAGAR MO/SBIN/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,3642.49,82842.09
23 Aug 2024,BY TRANSFER-UPI/CR/461049857634/MS SANJE/IDIB/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,3866.38,86708.47
25 Jul 2024,TO TRANSFER-UPI/DR/487165233599/ANITA P/SBIN/spawar3290/UPI--,TRANSFER TO 4897732162091,704.24,,86004.23
4 Aug 2024,TO TRANSFER-UPI/DR/459565856844/ANITA P/KKBK/anitapawar/UPI--,TRANSFER TO 8974521398,3267.6,,82736.63
4 Jul 2024,BY TRANSFER-UPI/CR/459732534737/RAHUL D/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,4101.74,86838.37
18 Aug 2024,TO TRANSFER-UPI/DR/487626489982/RAHUL D/IDIB/anitapawar/UPI--,TRANSFER TO 4897690162095,293.8,,86544.57
3 Sep 2024,BY TRANSFER-UPI/CR/473965129988/RAHUL D/SBIN/write2same/Dr Re--,TRANSFER FROM 4897690162095,,1134.85,87679.42
15 Aug 2024,TO TRANSFER-UPI/DR/434599550646/PRIYA K/HDFC/anitapawar/UPI--,TRANSFER TO 4897690162095,1289.94,,86389.48
28 Jul 2024,BY TRANSFER-UPI/CR/497156710695/ANITA P/ICIC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,583.57,86973.05
27 Aug 2024,TO TRANSFER-UPI/DR/481904653936/MS SANJE/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,2608.4,,84364.65
15 Jul 2024,TO TRANSFER-UPI/DR/408311805425/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 4897732162091,3567.84,,80796.81
13 Aug 2024,BY TRANSFER-UPI/CR/465262553209/ANITA P/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,1716.58,82513.39
10 Jul 2024,BY TRANSFER-UPI/CR/472914263492/PRIYA K/KKBK/write2same/Dr Re--,TRANSFER FROM 8974521398,,2305.65,84819.04
22 Aug 2024,TO TRANSFER-UPI/DR/426033325395/SAMEER S/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,2473.2,,82345.84
29 Sep 2024,TO TRANSFER-UPI/DR/488860326307/MS SANJE/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,1095.07,,81250.77
18 Jul 2024,BY TRANSFER-UPI/CR/407226762468/SAMEER S/SBIN/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,798.3,82049.07
15 Sep 2024,BY TRANSFER-UPI/CR/423880039569/ROHIT T/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,483.02,82532.09
18 Jul 2024,TO TRANSFER-UPI/DR/470776882344/SAGAR MO/SBIN/spawar3290/UPI--,TRANSFER TO 9137022807,2519.48,,80012.61
31 Jul 2024,TO TRANSFER-UPI/DR/478883945394/PRIYA K/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,3557.15,,76455.46
12 Aug 2024,TO TRANSFER-UPI/DR/415819001897/SAGAR MO/HDFC/rahuldixit/UPI--,TRANSFER TO 8974521398,4707.52,,71747.94
2 Aug 2024,BY TRANSFER-UPI/CR/411214972061/PRIYA K/ICIC/write2same/Dr Re--,TRANSFER FROM 7382910045,,4024.4,75772.34
28 Aug 2024,BY TRANSFER-UPI/CR/451472675004/MS SANJE/HDFC/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,2567.35,78339.69
16 Jul 2024,TO TRANSFER-UPI/DR/477974341241/ROHIT T/HDFC/spawar3290/UPI--,TRANSFER TO 8974521398,572.62,,77767.07
13 Sep 2024,TO TRANSFER-UPI/DR/449769782221/MS SANJE/IDIB/write2same/UPI--,TRANSFER TO 7382910045,80.5,,77686.57
16 Sep 2024,TO TRANSFER-UPI/DR/402441610614/ROHIT T/HDFC/rahuldixit/UPI--,TRANSFER TO 9137022807,4778.96,,72907.61
1 Jul 2024,TO TRANSFER-UPI/DR/478803803347/MS SANJE/KKBK/spawar3290/UPI--,TRANSFER TO 4897732162091,3789.77,,69117.84
2 Aug 2024,BY TRANSFER-UPI/CR/402231886437/MS SANJE/HDFC/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,2561.34,71679.18
20 Jul 2024,TO TRANSFER-UPI/DR/476859497104/MS SANJE/HDFC/anitapawar/UPI--,TRANSFER TO 9137022807,4113.72,,67565.46
13 Aug 2024,TO TRANSFER-UPI/DR/406542310748/ROHIT T/SBIN/rahuldixit/UPI--,TRANSFER TO 4897690162095,4486.6,,63078.86
27 Jul 2024,BY TRANSFER-UPI/CR/448555307083/ROHIT T/HDFC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,1520.65,64599.51
8 Aug 2024,TO TRANSFER-UPI/DR/435390577683/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 8974521398,4468.09,,60131.42
26 Aug 2024,BY TRANSFER-UPI/CR/476726897387/RAHUL D/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,2938.79,63070.21
9 Sep 2024,BY TRANSFER-UPI/CR/423007776042/SAMEER S/ICIC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,4576.98,67647.19
11 Sep 2024,BY TRANSFER-UPI/CR/498341669539/ANITA P/KKBK/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,2983.82,70631.01
11 Aug 2024,BY TRANSFER-UPI/CR/488070277229/RAHUL D/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,4617.64,75248.65
26 Sep 2024,TO TRANSFER-UPI/DR/430457431836/ANITA P/ICIC/anitapawar/UPI--,TRANSFER TO 8974521398,1641.07,,73607.58
24 Aug 2024,TO TRANSFER-UPI/DR/448066030090/SAGAR MO/SBIN/rahuldixit/UPI--,TRANSFER TO 7382910045,102.71,,73504.87
14 Sep 2024,TO TRANSFER-UPI/DR/474721097901/PRIYA K/SBIN/anitapawar/UPI--,TRANSFER TO 9137022807,1446.24,,72058.63
15 Aug 2024,TO TRANSFER-UPI/DR/401408993401/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 9137022807,4127.95,,67930.68
1 Jul 2024,TO TRANSFER-UPI/DR/498608200414/RAHUL D/KKBK/write2same/UPI--,TRANSFER TO 7382910045,4840.69,,63089.99
8 Sep 2024,TO TRANSFER-UPI/DR/407056600377/SAGAR MO/SBIN/write2same/UPI--,TRANSFER TO 9137022807,3620.44,,59469.55
4 Sep 2024,BY TRANSFER-UPI/CR/482988320328/PRIYA K/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,3762.32,63231.87
8 Jul 2024,TO TRANSFER-UPI/DR/436414847752/SAMEER S/SBIN/spawar3290/UPI--,TRANSFER TO 8974521398,2527.73,,60704.14
3 Jul 2024,BY TRANSFER-UPI/CR/440882124177/ANITA P/SBIN/write2same/Dr Re--,TRANSFER FROM 9137022807,,1920.31,62624.45
13 Sep 2024,TO TRANSFER-UPI/DR/440226657287/MS SANJE/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,3884.14,,58740.31
27 Jul 2024,TO TRANSFER-UPI/DR/465449409850/MS SANJE/SBIN/write2same/UPI--,TRANSFER TO 8974521398,785.55,,57954.76
23 Sep 2024,BY TRANSFER-UPI/CR/458840147379/ROHIT T/IDIB/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,775.55,58730.31
29 Jul 2024,TO TRANSFER-UPI/DR/416742522249/SAMEER S/KKBK/anitapawar/UPI--,TRANSFER TO 9137022807,3497.59,,55232.72
26 Aug 2024,BY TRANSFER-UPI/CR/406623237381/ANITA P/KKBK/write2same/Dr Re--,TRANSFER FROM 7382910045,,3632.18,58864.9
21 Aug 2024,TO TRANSFER-UPI/DR/462369215538/ANITA P/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,3264.0,,55600.9
21 Aug 2024,TO TRANSFER-UPI/DR/418447226894/MS SANJE/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,1026.37,,54574.53
8 Jul 2024,TO TRANSFER-UPI/DR/427858761612/PRIYA K/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,1017.67,,53556.86
24 Jul 2024,TO TRANSFER-UPI/DR/479351774871/SAGAR MO/HDFC/spawar3290/UPI--,TRANSFER TO 7382910045,3569.69,,49987.17
25 Aug 2024,BY TRANSFER-UPI/CR/439112896633/PRIYA K/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,908.41,50895.58
18 Aug 2024,BY TRANSFER-UPI/CR/487401883056/ROHIT T/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,4580.6,55476.18
23 Sep 2024,TO TRANSFER-UPI/DR/434407528657/MS SANJE/ICIC/rahuldixit/UPI--,TRANSFER TO 7382910045,1055.79,,54420.39
18 Jul 2024,TO TRANSFER-UPI/DR/477864503728/MS SANJE/ICIC/rahuldixit/UPI--,TRANSFER TO 7382910045,841.0,,53579.39
19 Aug 2024,TO TRANSFER-UPI/DR/482373471642/ROHIT T/KKBK/spawar3290/UPI--,TRANSFER TO 9137022807,671.29,,52908.1
27 Aug 2024,TO TRANSFER-UPI/DR/404888628243/MS SANJE/KKBK/rahuldixit/UPI--,TRANSFER TO 9137022807,4304.23,,48603.87
16 Aug 2024,BY TRANSFER-UPI/CR/435509572357/RAHUL D/HDFC/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,1551.94,50155.81
26 Jul 2024,TO TRANSFER-UPI/DR/474255727262/SAGAR MO/HDFC/spawar3290/UPI--,TRANSFER TO 4897732162091,3583.15,,46572.66
28 Jul 2024,BY TRANSFER-UPI/CR/467415346907/ANITA P/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,898.22,47470.88
30 Aug 2024,TO TRANSFER-UPI/DR/417298300290/PRIYA K/ICIC/anitapawar/UPI--,TRANSFER TO 8974521398,1229.17,,46241.71
19 Aug 2024,BY TRANSFER-UPI/CR/486279593173/RAHUL D/SBIN/write2same/Dr Re--,TRANSFER FROM 8974521398,,87.2,46328.91
14 Aug 2024,TO TRANSFER-UPI/DR/486795378084/RAHUL D/HDFC/rahuldixit/UPI--,TRANSFER TO 7382910045,2768.52,,43560.39
22 Aug 2024,TO TRANSFER-UPI/DR/455508349075/ANITA P/HDFC/write2same/UPI--,TRANSFER TO 7382910045,3172.43,,40387.96
17 Aug 2024,BY TRANSFER-UPI/CR/427682090140/ROHIT T/IDIB/write2same/Dr Re--,TRANSFER FROM 8974521398,,1994.75,42382.71
16 Sep 2024,TO TRANSFER-UPI/DR/426619292136/MS SANJE/SBIN/write2same/UPI--,TRANSFER TO 7382910045,1793.73,,40588.98
30 Aug 2024,BY TRANSFER-UPI/CR/476084833159/MS SANJE/SBIN/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,1011.88,41600.86
26 Jul 2024,TO TRANSFER-UPI/DR/496279785312/MS SANJE/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,216.35,,41384.51
9 Sep 2024,TO TRANSFER-UPI/DR/475762420772/ANITA P/IDIB/rahuldixit/UPI--,TRANSFER TO 4897690162095,2565.15,,38819.36
13 Aug 2024,BY TRANSFER-UPI/CR/432730821958/SAMEER S/KKBK/write2same/Dr Re--,TRANSFER FROM 7382910045,,4890.46,43709.82
29 Jul 2024,BY TRANSFER-UPI/CR/495920453865/PRIYA K/HDFC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,4287.15,47996.97
18 Jul 2024,TO TRANSFER-UPI/DR/473883168408/PRIYA K/SBIN/spawar3290/UPI--,TRANSFER TO 9137022807,2597.42,,45399.55
26 Aug 2024,TO TRANSFER-UPI/DR/457451403371/PRIYA K/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,1842.84,,43556.71
2 Jul 2024,TO TRANSFER-UPI/DR/495550125557/ANITA P/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,987.33,,42569.38
18 Aug 2024,BY TRANSFER-UPI/CR/426434898615/ROHIT T/HDFC/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,1191.73,43761.11
29 Sep 2024,TO TRANSFER-UPI/DR/400956716605/MS SANJE/IDIB/spawar3290/UPI--,TRANSFER TO 4897690162095,2847.62,,40913.49
8 Sep 2024,BY TRANSFER-UPI/CR/435607316076/RAHUL D/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,3236.22,44149.71
26 Jul 2024,BY TRANSFER-UPI/CR/464484872163/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 8974521398,,2071.77,46221.48
7 Sep 2024,TO TRANSFER-UPI/DR/494708936172/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 8974521398,1089.71,,45131.77
29 Jul 2024,BY TRANSFER-UPI/CR/425652026160/SAGAR MO/KKBK/write2same/Dr Re--,TRANSFER FROM 4897732162091,,618.52,45750.29
29 Jul 2024,TO TRANSFER-UPI/DR/454075372167/RAHUL D/ICIC/rahuldixit/UPI--,TRANSFER TO 8974521398,1575.12,,44175.17
31 Jul 2024,BY TRANSFER-UPI/CR/419013808110/SAGAR MO/SBIN/write2same/Dr Re--,TRANSFER FROM 8974521398,,2927.53,47102.7
30 Jul 2024,BY TRANSFER-UPI/CR/439455614264/MS SANJE/KKBK/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,4300.43,51403.13
8 Jul 2024,TO TRANSFER-UPI/DR/429168998175/MS SANJE/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,1906.13,,49497.0
18 Aug 2024,TO TRANSFER-UPI/DR/422116125313/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 4897732162091,1927.5,,47569.5
15 Aug 2024,TO TRANSFER-UPI/DR/483997055754/SAMEER S/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,4379.29,,43190.21
20 Aug 2024,BY TRANSFER-UPI/CR/415091207826/SAGAR MO/SBIN/write2same/Dr Re--,TRANSFER FROM 7382910045,,297.84,43488.05
30 Aug 2024,TO TRANSFER-UPI/DR/495001336371/ANITA P/ICIC/spawar3290/UPI--,TRANSFER TO 4897732162091,3960.57,,39527.48
15 Sep 2024,BY TRANSFER-UPI/CR/493205220053/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,1676.08,41203.56
26 Aug 2024,TO TRANSFER-UPI/DR/447127268546/SAMEER S/KKBK/anitapawar/UPI--,TRANSFER TO 4897690162095,4059.08,,37144.48
30 Jul 2024,BY TRANSFER-UPI/CR/420620759405/RAHUL D/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,2858.23,40002.71
11 Jul 2024,TO TRANSFER-UPI/DR/487325224116/ANITA P/ICIC/anitapawar/UPI--,TRANSFER TO 4897690162095,4262.61,,35740.1
23 Sep 2024,TO TRANSFER-UPI/DR/409759143478/SAGAR MO/IDIB/anitapawar/UPI--,TRANSFER TO 7382910045,4693.97,,31046.13
24 Aug 2024,BY TRANSFER-UPI/CR/447083725251/SAGAR MO/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,4007.13,35053.26
29 Jul 2024,BY TRANSFER-UPI/CR/413740725161/ROHIT T/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,3921.8,38975.06
22 Sep 2024,TO TRANSFER-UPI/DR/409943224625/ROHIT T/IDIB/spawar3290/UPI--,TRANSFER TO 8974521398,1069.42,,37905.64
5 Jul 2024,BY TRANSFER-UPI/CR/425691471986/SAGAR MO/HDFC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,916.25,38821.89
9 Sep 2024,TO TRANSFER-UPI/DR/469753103410/RAHUL D/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,4062.7,,34759.19
27 Sep 2024,BY TRANSFER-UPI/CR/477457414966/SAGAR MO/ICIC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,3656.1,38415.29
13 Aug 2024,TO TRANSFER-UPI/DR/429916985027/SAMEER S/HDFC/anitapawar/UPI--,TRANSFER TO 7382910045,704.87,,37710.42
12 Sep 2024,BY TRANSFER-UPI/CR/448769225703/ROHIT T/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,556.49,38266.91
6 Jul 2024,TO TRANSFER-UPI/DR/420727201387/PRIYA K/IDIB/rahuldixit/UPI--,TRANSFER TO 8974521398,860.32,,37406.59
1 Sep 2024,TO TRANSFER-UPI/DR/473441708099/RAHUL D/ICIC/spawar3290/UPI--,TRANSFER TO 8974521398,4295.02,,33111.57
22 Sep 2024,BY TRANSFER-UPI/CR/465730136733/ANITA P/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,2599.5,35711.07
30 Jul 2024,TO TRANSFER-UPI/DR/460617414841/RAHUL D/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,4988.36,,30722.71
12 Aug 2024,BY TRANSFER-UPI/CR/488906929365/SAMEER S/HDFC/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,4036.04,34758.75
18 Jul 2024,TO TRANSFER-UPI/DR/445312638216/MS SANJE/SBIN/write2same/UPI--,TRANSFER TO 4897732162091,3211.69,,31547.06
3 Sep 2024,TO TRANSFER-UPI/DR/439240638372/ANITA P/IDIB/spawar3290/UPI--,TRANSFER TO 4897732162091,2835.61,,28711.45
13 Aug 2024,TO TRANSFER-UPI/DR/417317118683/SAMEER S/ICIC/anitapawar/UPI--,TRANSFER TO 4897690162095,293.36,,28418.09
24 Aug 2024,BY TRANSFER-UPI/CR/446433143833/PRIYA K/KKBK/write2same/Dr Re--,TRANSFER FROM 4897732162091,,3895.78,32313.87
28 Sep 2024,TO TRANSFER-UPI/DR/425109665730/ANITA P/KKBK/spawar3290/UPI--,TRANSFER TO 7382910045,4855.4,,27458.47
29 Jul 2024,BY TRANSFER-UPI/CR/452878358445/RAHUL D/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,2516.87,29975.34
2 Jul 2024,BY TRANSFER-UPI/CR/447011988534/SAGAR MO/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,1665.26,31640.6
17 Jul 2024,BY TRANSFER-UPI/CR/468310147666/MS SANJE/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,700.63,32341.23
22 Jul 2024,TO TRANSFER-UPI/DR/441441437917/RAHUL D/IDIB/rahuldixit/UPI--,TRANSFER TO 4897690162095,1936.32,,30404.91
17 Sep 2024,BY TRANSFER-UPI/CR/451440657950/SAMEER S/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,1970.42,32375.33
30 Aug 2024,TO TRANSFER-UPI/DR/487947630058/ROHIT T/IDIB/anitapawar/UPI--,TRANSFER TO 7382910045,3498.89,,28876.44
12 Jul 2024,TO TRANSFER-UPI/DR/438973313309/MS SANJE/SBIN/anitapawar/UPI--,TRANSFER TO 7382910045,3717.34,,25159.1
4 Jul 2024,TO TRANSFER-UPI/DR/456796316052/SAMEER S/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,4946.45,,20212.65
20 Sep 2024,TO TRANSFER-UPI/DR/483490677603/ROHIT T/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,110.06,,20102.59
6 Sep 2024,TO TRANSFER-UPI/DR/451244289517/SAMEER S/KKBK/anitapawar/UPI--,TRANSFER TO 9137022807,1013.92,,19088.67
7 Jul 2024,TO TRANSFER-UPI/DR/453548501672/ANITA P/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,767.3,,18321.37
3 Sep 2024,TO TRANSFER-UPI/DR/430561359818/RAHUL D/IDIB/rahuldixit/UPI--,TRANSFER TO 4897732162091,2215.71,,16105.66
3 Jul 2024,TO TRANSFER-UPI/DR/495186676444/ANITA P/ICIC/anitapawar/UPI--,TRANSFER TO 4897732162091,69.6,,16036.06
21 Jul 2024,TO TRANSFER-UPI/DR/422375166201/MS SANJE/ICIC/spawar3290/UPI--,TRANSFER TO 9137022807,2765.67,,13270.39
26 Jul 2024,TO TRANSFER-UPI/DR/472012353395/RAHUL D/KKBK/spawar3290/UPI--,TRANSFER TO 4897690162095,3596.11,,9674.28
18 Aug 2024,TO TRANSFER-UPI/DR/417733063036/SAMEER S/IDIB/rahuldixit/UPI--,TRANSFER TO 7382910045,663.46,,9010.82
13 Jul 2024,BY TRANSFER-UPI/CR/414987158805/SAMEER S/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,3728.7,12739.52
8 Aug 2024,TO TRANSFER-UPI/DR/474257645791/SAGAR MO/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,3979.83,,8759.69
30 Aug 2024,TO TRANSFER-UPI/DR/463196132800/MS SANJE/KKBK/rahuldixit/UPI--,TRANSFER TO 9137022807,3095.57,,5664.12
7 Sep 2024,TO TRANSFER-UPI/DR/407359874597/SAGAR MO/IDIB/spawar3290/UPI--,TRANSFER TO 8974521398,4242.53,,1421.59
19 Sep 2024,TO TRANSFER-UPI/DR/499020975991/ANITA P/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,4108.94,,-2687.35
13 Sep 2024,TO TRANSFER-UPI/DR/459719462461/ANITA P/IDIB/write2same/UPI--,TRANSFER TO 8974521398,2114.64,,-4801.99
28 Aug 2024,BY TRANSFER-UPI/CR/454496981128/SAGAR MO/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,1126.71,-3675.28
13 Sep 2024,BY TRANSFER-UPI/CR/487261585121/SAMEER S/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,4211.1,535.82
31 Aug 2024,BY TRANSFER-UPI/CR/450886440061/SAMEER S/KKBK/write2same/Dr Re--,TRANSFER FROM 4897732162091,,734.67,1270.49
1 Jul 2024,BY TRANSFER-UPI/CR/412030169922/ROHIT T/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2279.74,3550.23
7 Jul 2024,TO TRANSFER-UPI/DR/488615177778/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 9137022807,738.59,,2811.64
3 Aug 2024,BY TRANSFER-UPI/CR/477201864361/ANITA P/KKBK/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,914.38,3726.02
3 Jul 2024,BY TRANSFER-UPI/CR/437477217653/RAHUL D/ICIC/write2same/Dr Re--,TRANSFER FROM 8974521398,,1346.46,5072.48
28 Jul 2024,TO TRANSFER-UPI/DR/494681438947/SAMEER S/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,3897.88,,1174.6
20 Sep 2024,TO TRANSFER-UPI/DR/431434433019/ROHIT T/ICIC/spawar3290/UPI--,TRANSFER TO 9137022807,3759.68,,-2585.08
29 Jul 2024,TO TRANSFER-UPI/DR/489720005307/RAHUL D/KKBK/spawar3290/UPI--,TRANSFER TO 4897690162095,2802.81,,-5387.89
8 Jul 2024,TO TRANSFER-UPI/DR/490495020172/RAHUL D/SBIN/write2same/UPI--,TRANSFER TO 7382910045,1965.32,,-7353.21
26 Aug 2024,TO TRANSFER-UPI/DR/475333658713/SAMEER S/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,3817.69,,-11170.9
5 Sep 2024,BY TRANSFER-UPI/CR/477734494943/ROHIT T/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,4411.66,-6759.24
27 Jul 2024,TO TRANSFER-UPI/DR/404997666592/SAGAR MO/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,1996.84,,-8756.08
18 Sep 2024,TO TRANSFER-UPI/DR/442434871956/SAGAR MO/ICIC/rahuldixit/UPI--,TRANSFER TO 4897690162095,2346.93,,-11103.01
13 Aug 2024,BY TRANSFER-UPI/CR/463865757784/RAHUL D/KKBK/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,3748.98,-7354.03
12 Aug 2024,TO TRANSFER-UPI/DR/454952775240/RAHUL D/SBIN/anitapawar/UPI--,TRANSFER TO 4897690162095,2976.14,,-10330.17
20 Sep 2024,BY TRANSFER-UPI/CR/489337233512/PRIYA K/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,416.65,-9913.52
2 Sep 2024,BY TRANSFER-UPI/CR/453716639231/MS SANJE/SBIN/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,2363.31,-7550.21
24 Jul 2024,TO TRANSFER-UPI/DR/404813144671/PRIYA K/HDFC/spawar3290/UPI--,TRANSFER TO 4897732162091,2969.36,,-10519.57
